Question ID,Variant 1,Variant 2,Variant 3,Variant 4,Variant 5,Variant 6,Variant 7,Variant 8,Variant 9,Variant 10,# of correct per question,Topic,Difficulty Level
Q251,correct,correct,correct,fail,correct,fail,fail,correct,fail,correct,6,graph theory,undergraduate
Q252,fail,fail,correct,fail,correct,fail,fail,fail,correct,correct,4,graph theory,undergraduate
Q253,correct,correct,correct,correct,correct,fail,correct,fail,fail,correct,7,graph theory,undergraduate
Q254,fail,correct,correct,correct,correct,correct,fail,correct,correct,correct,8,graph theory,undergraduate
Q255,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q256,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q257,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q258,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q259,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,graph theory,undergraduate
Q260,fail,correct,correct,fail,correct,correct,correct,fail,correct,correct,7,graph theory,undergraduate
Q261,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q262,fail,correct,fail,correct,fail,fail,fail,correct,correct,fail,4,scientific figure,high school
Q263,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q264,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q265,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q266,correct,correct,correct,correct,fail,correct,fail,correct,correct,fail,7,scientific figure,high school
Q267,correct,correct,correct,correct,fail,correct,fail,correct,fail,correct,7,scientific figure,high school
Q268,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q269,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q270,correct,correct,correct,correct,correct,correct,fail,correct,fail,fail,7,scientific figure,high school
Q271,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,scientific figure,high school
Q272,fail,fail,fail,fail,fail,fail,correct,correct,fail,fail,2,scientific figure,high school
Q273,fail,correct,fail,correct,correct,fail,correct,fail,correct,fail,5,scientific figure,high school
Q274,correct,fail,fail,fail,correct,fail,fail,correct,fail,fail,3,scientific figure,high school
Q275,fail,correct,fail,fail,fail,fail,fail,correct,fail,correct,3,scientific figure,high school
Q276,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q277,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q278,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,undergraduate
Q279,correct,correct,correct,correct,fail,fail,fail,correct,correct,fail,6,scientific figure,high school
Q280,correct,correct,fail,correct,correct,fail,correct,fail,fail,fail,5,scientific figure,high school
Q281,fail,fail,fail,correct,fail,fail,fail,fail,fail,correct,2,plane geometry,high school
Q282,fail,correct,fail,fail,correct,fail,correct,correct,correct,fail,5,puzzle test,high school
Q283,correct,fail,fail,fail,correct,fail,correct,fail,correct,correct,5,puzzle test,elementary school
Q284,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,puzzle test,elementary school
Q285,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,elementary school
Q286,fail,fail,fail,fail,fail,fail,fail,fail,fail,correct,1,puzzle test,elementary school
Q287,fail,correct,fail,correct,correct,correct,correct,fail,correct,fail,6,plane geometry,elementary school
Q288,fail,fail,fail,correct,fail,fail,fail,fail,fail,correct,2,statistics,high school
Q289,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school
Q290,fail,fail,correct,correct,fail,correct,correct,correct,fail,correct,6,statistics,high school
Q291,fail,fail,correct,fail,fail,correct,correct,fail,correct,correct,5,statistics,high school
Q292,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school
Q293,fail,fail,fail,correct,fail,correct,correct,correct,fail,fail,4,statistics,high school
Q294,correct,fail,fail,fail,fail,fail,correct,fail,fail,fail,2,statistics,undergraduate
Q295,fail,fail,correct,correct,fail,correct,fail,fail,correct,fail,4,statistics,undergraduate
Q296,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,undergraduate
Q297,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,undergraduate
Q298,correct,fail,fail,fail,fail,fail,fail,correct,fail,fail,2,analytic geometry,undergraduate
Q299,fail,fail,fail,fail,correct,fail,fail,fail,correct,fail,2,analytic geometry,undergraduate
Q300,fail,fail,fail,fail,correct,correct,fail,fail,fail,fail,2,analytic geometry,undergraduate
Q301,fail,fail,fail,fail,fail,correct,fail,fail,fail,fail,1,plane geometry,high school
Q302,fail,correct,fail,fail,fail,correct,fail,fail,fail,fail,2,plane geometry,high school
Q303,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q304,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,plane geometry,high school
Q305,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,high school
Q306,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school
Q307,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,scientific figure,high school
Q308,correct,correct,correct,correct,fail,correct,correct,fail,correct,correct,8,scientific figure,high school
Q309,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q310,fail,fail,fail,fail,fail,correct,fail,fail,correct,fail,2,algebra,elementary school
Q311,correct,correct,correct,correct,fail,fail,correct,correct,correct,correct,8,scientific figure,elementary school
Q312,fail,fail,fail,fail,fail,fail,fail,fail,fail,correct,1,puzzle test,elementary school
Q313,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,puzzle test,elementary school
Q314,fail,fail,fail,fail,fail,fail,fail,fail,fail,correct,1,statistics,undergraduate
Q315,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,puzzle test,elementary school
Q316,correct,fail,fail,correct,correct,correct,fail,correct,fail,correct,6,arithmetic,elementary school
Q317,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school
Q318,correct,fail,fail,fail,correct,fail,fail,correct,fail,fail,3,solid geometry,high school
Q319,fail,correct,fail,fail,fail,fail,fail,fail,fail,fail,1,arithmetic,elementary school
Q320,correct,correct,correct,correct,fail,correct,fail,fail,correct,correct,7,solid geometry,high school
Q321,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,undergraduate
Q322,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,scientific figure,undergraduate
Q323,correct,correct,correct,fail,correct,correct,correct,correct,correct,correct,9,scientific figure,high school
Q324,fail,correct,fail,correct,correct,fail,correct,correct,correct,fail,6,scientific figure,high school
Q325,correct,fail,correct,correct,correct,correct,fail,fail,correct,fail,6,scientific figure,high school
Q326,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q327,fail,fail,correct,fail,fail,fail,fail,fail,correct,fail,2,arithmetic,elementary school
Q328,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school
Q329,fail,fail,fail,correct,fail,correct,fail,fail,correct,fail,3,scientific figure,high school
Q330,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q331,fail,fail,fail,correct,fail,fail,fail,fail,fail,fail,1,scientific figure,high school
Q332,fail,correct,correct,fail,correct,correct,correct,fail,fail,fail,5,scientific figure,high school
Q333,fail,fail,correct,correct,fail,correct,correct,correct,fail,fail,5,scientific figure,high school
Q334,fail,fail,fail,fail,correct,fail,fail,correct,fail,fail,2,scientific figure,high school
Q335,correct,correct,fail,correct,correct,fail,fail,fail,fail,correct,5,analytic geometry,undergraduate
Q336,correct,correct,correct,fail,fail,fail,correct,correct,correct,fail,6,analytic geometry,undergraduate
Q337,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,undergraduate
Q338,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,undergraduate
Q339,fail,fail,correct,correct,correct,correct,fail,correct,correct,correct,7,analytic geometry,undergraduate
Q340,fail,correct,fail,fail,fail,fail,fail,fail,fail,fail,1,puzzle test,elementary school
Q341,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,arithmetic,elementary school
Q342,fail,fail,fail,fail,correct,fail,correct,fail,fail,fail,2,arithmetic,undergraduate
Q343,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school
Q344,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,scientific figure,high school
Q345,fail,fail,fail,fail,fail,fail,fail,correct,fail,fail,1,analytic geometry,high school
Q346,correct,fail,fail,fail,fail,fail,fail,fail,fail,correct,2,analytic geometry,high school
Q347,fail,fail,fail,fail,correct,fail,correct,fail,correct,correct,4,analytic geometry,high school
Q348,correct,correct,fail,correct,fail,correct,correct,fail,correct,correct,7,analytic geometry,high school
Q349,fail,fail,fail,fail,correct,correct,fail,fail,fail,correct,3,scientific figure,high school
Q350,correct,fail,correct,fail,correct,fail,correct,fail,fail,fail,4,puzzle test,elementary school
Q351,fail,correct,correct,fail,correct,correct,correct,fail,correct,fail,6,algebra,undergraduate
Q352,correct,correct,fail,correct,correct,fail,correct,correct,fail,fail,6,algebra,undergraduate
Q353,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q354,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,high school
Q355,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,arithmetic,elementary school
Q356,correct,correct,fail,correct,correct,correct,correct,correct,correct,correct,9,arithmetic,elementary school
Q357,correct,fail,correct,correct,fail,correct,fail,correct,correct,correct,7,arithmetic,elementary school
Q358,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,scientific figure,undergraduate
Q359,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,solid geometry,high school
Q360,fail,fail,fail,correct,fail,fail,fail,fail,fail,correct,2,solid geometry,high school
Q361,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q362,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q363,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,analytic geometry,high school
Q364,fail,correct,correct,correct,correct,fail,fail,correct,fail,fail,5,statistics,undergraduate
Q365,correct,correct,correct,fail,correct,correct,correct,correct,correct,correct,9,statistics,undergraduate
Q366,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,undergraduate
Q367,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate
Q368,fail,fail,fail,fail,correct,fail,fail,fail,fail,fail,1,statistics,undergraduate
Q369,fail,fail,fail,correct,fail,fail,correct,fail,fail,fail,2,statistics,undergraduate
Q370,fail,fail,fail,fail,fail,correct,fail,fail,fail,fail,1,statistics,undergraduate
Q371,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,undergraduate
Q372,fail,fail,fail,fail,fail,correct,fail,fail,fail,fail,1,statistics,undergraduate
Q373,fail,fail,fail,fail,fail,fail,fail,fail,fail,correct,1,statistics,undergraduate
Q374,fail,fail,fail,fail,fail,fail,correct,fail,fail,fail,1,statistics,undergraduate
Q375,fail,fail,fail,fail,fail,fail,fail,correct,fail,fail,1,statistics,undergraduate
Q376,fail,correct,fail,correct,correct,correct,correct,correct,correct,correct,8,statistics,undergraduate
Q377,correct,fail,fail,fail,correct,fail,fail,correct,correct,fail,4,statistics,high school
Q378,correct,fail,fail,correct,correct,fail,fail,fail,fail,fail,3,statistics,high school
Q379,correct,correct,correct,correct,correct,fail,correct,correct,correct,correct,9,statistics,high school
Q380,fail,fail,fail,fail,correct,fail,fail,fail,fail,correct,2,statistics,high school
Q381,correct,correct,correct,correct,correct,correct,fail,fail,fail,fail,6,statistics,high school
Q382,fail,fail,fail,fail,fail,fail,fail,fail,correct,correct,2,statistics,high school
Q383,correct,correct,correct,correct,correct,correct,fail,correct,correct,correct,9,statistics,high school
Q384,correct,correct,correct,fail,correct,fail,fail,correct,fail,correct,6,statistics,high school
Q385,fail,fail,fail,fail,fail,correct,correct,fail,fail,fail,2,statistics,high school
Q386,fail,correct,correct,correct,correct,fail,correct,correct,fail,correct,7,statistics,high school
Q387,correct,fail,correct,fail,fail,correct,fail,correct,fail,fail,4,statistics,high school
Q388,fail,correct,fail,correct,fail,fail,fail,correct,fail,fail,3,statistics,undergraduate
Q389,correct,correct,fail,fail,fail,correct,fail,correct,fail,fail,4,statistics,undergraduate
Q390,fail,correct,correct,correct,correct,correct,correct,correct,correct,correct,9,statistics,undergraduate
Q391,fail,correct,correct,fail,fail,correct,fail,fail,fail,fail,3,statistics,undergraduate
Q392,fail,fail,fail,fail,fail,correct,fail,fail,fail,fail,1,statistics,high school
Q393,correct,fail,correct,fail,fail,fail,correct,correct,correct,correct,6,statistics,high school
Q394,fail,fail,correct,fail,fail,fail,fail,fail,fail,fail,1,statistics,high school
Q395,fail,correct,fail,fail,fail,fail,fail,correct,fail,correct,3,statistics,high school
Q396,fail,correct,fail,fail,correct,correct,correct,fail,fail,fail,4,statistics,high school
Q397,fail,fail,correct,fail,fail,correct,correct,fail,correct,fail,4,statistics,high school
Q398,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school
Q399,correct,fail,fail,correct,correct,correct,correct,correct,fail,correct,7,statistics,high school
Q400,fail,fail,fail,fail,fail,fail,correct,fail,fail,fail,1,statistics,high school
Q401,correct,correct,correct,fail,correct,correct,fail,fail,correct,fail,6,statistics,high school
Q402,correct,correct,correct,correct,correct,correct,correct,correct,fail,correct,9,statistics,high school
Q403,correct,correct,correct,correct,correct,correct,correct,correct,correct,fail,9,statistics,elementary school
Q404,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school
Q405,fail,correct,fail,correct,fail,fail,fail,fail,fail,fail,2,statistics,high school
Q406,correct,fail,correct,fail,correct,correct,fail,fail,correct,fail,5,statistics,high school
Q407,fail,correct,correct,correct,correct,fail,fail,correct,fail,correct,6,statistics,high school
Q408,correct,fail,fail,correct,fail,fail,fail,correct,correct,correct,5,statistics,high school
Q409,correct,correct,fail,correct,correct,correct,fail,fail,fail,correct,6,statistics,high school
Q410,correct,correct,correct,fail,correct,correct,correct,correct,correct,fail,8,statistics,high school
Q411,fail,correct,correct,correct,correct,correct,correct,correct,correct,correct,9,statistics,high school
Q412,correct,correct,correct,correct,correct,fail,fail,correct,fail,fail,6,statistics,high school
Q413,correct,correct,correct,fail,fail,fail,correct,correct,correct,correct,7,statistics,high school
Q414,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,high school
Q415,correct,correct,correct,correct,fail,correct,correct,fail,fail,fail,6,statistics,high school
Q416,correct,correct,correct,correct,correct,correct,fail,fail,fail,correct,7,statistics,high school
Q417,correct,correct,fail,correct,correct,fail,correct,correct,correct,fail,7,statistics,high school
Q418,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school
Q419,correct,fail,fail,fail,correct,correct,fail,fail,fail,correct,4,statistics,high school
Q420,correct,fail,correct,fail,fail,correct,correct,correct,fail,correct,6,statistics,high school
Q421,correct,fail,correct,correct,fail,fail,correct,fail,fail,fail,4,statistics,high school
Q422,fail,correct,correct,correct,fail,correct,fail,correct,correct,correct,7,statistics,high school
Q423,fail,correct,correct,correct,correct,correct,correct,correct,correct,fail,8,statistics,high school
Q424,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,statistics,high school
Q425,correct,fail,correct,fail,fail,correct,fail,correct,fail,correct,5,statistics,high school
Q426,fail,fail,correct,correct,correct,fail,correct,correct,fail,correct,6,statistics,high school
Q427,fail,fail,correct,fail,fail,fail,fail,fail,fail,correct,2,statistics,elementary school
Q428,fail,fail,fail,fail,fail,correct,fail,fail,fail,fail,1,statistics,elementary school
Q429,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school
Q430,correct,fail,fail,correct,correct,fail,correct,correct,correct,fail,6,statistics,elementary school
Q431,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school
Q432,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school
Q433,correct,correct,correct,correct,fail,correct,fail,correct,fail,fail,6,statistics,elementary school
Q434,correct,correct,correct,correct,correct,correct,fail,correct,correct,fail,8,statistics,elementary school
Q435,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,elementary school
Q436,correct,correct,fail,correct,correct,correct,fail,correct,correct,correct,8,statistics,elementary school
Q437,fail,correct,correct,correct,correct,fail,correct,fail,correct,correct,7,statistics,undergraduate
Q438,fail,correct,fail,fail,fail,fail,correct,fail,correct,fail,3,statistics,undergraduate
Q439,correct,correct,fail,correct,fail,fail,correct,correct,fail,correct,6,statistics,undergraduate
Q440,correct,correct,correct,fail,correct,correct,correct,correct,correct,correct,9,statistics,undergraduate
Q441,fail,correct,correct,correct,correct,correct,correct,correct,fail,correct,8,statistics,undergraduate
Q442,fail,fail,fail,fail,fail,correct,correct,fail,fail,fail,2,statistics,undergraduate
Q443,fail,fail,correct,fail,fail,correct,correct,correct,correct,fail,5,statistics,undergraduate
Q444,fail,fail,correct,correct,correct,fail,fail,fail,correct,fail,4,statistics,undergraduate
Q445,fail,correct,fail,fail,correct,fail,correct,fail,fail,fail,3,statistics,undergraduate
Q446,correct,fail,fail,fail,fail,fail,correct,fail,fail,fail,2,statistics,undergraduate
Q447,fail,fail,fail,correct,fail,correct,correct,fail,correct,correct,5,statistics,undergraduate
Q448,correct,correct,correct,correct,correct,fail,correct,correct,correct,correct,9,statistics,undergraduate
Q449,fail,correct,fail,fail,fail,fail,correct,correct,correct,fail,4,statistics,undergraduate
Q450,correct,correct,fail,correct,correct,fail,correct,correct,correct,fail,7,statistics,undergraduate
Q451,correct,correct,fail,correct,correct,correct,correct,correct,fail,correct,8,statistics,undergraduate
Q452,fail,correct,fail,fail,fail,correct,fail,fail,fail,fail,2,statistics,undergraduate
Q453,fail,correct,correct,correct,correct,fail,fail,correct,correct,fail,6,statistics,undergraduate
Q454,correct,correct,correct,fail,fail,correct,correct,fail,fail,fail,5,statistics,undergraduate
Q455,correct,correct,correct,correct,correct,correct,correct,correct,fail,correct,9,statistics,undergraduate
Q456,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,statistics,undergraduate
Q457,fail,fail,fail,correct,correct,correct,correct,fail,fail,correct,5,statistics,undergraduate
Q458,fail,correct,correct,correct,correct,correct,correct,correct,correct,correct,9,statistics,undergraduate
Q459,correct,correct,correct,correct,correct,correct,correct,correct,correct,fail,9,statistics,undergraduate
Q460,correct,correct,fail,correct,correct,fail,fail,fail,fail,fail,4,statistics,undergraduate
Q461,fail,correct,fail,fail,fail,fail,fail,fail,correct,fail,2,statistics,undergraduate
Q462,fail,correct,fail,correct,fail,fail,fail,correct,fail,fail,3,statistics,undergraduate
Q463,fail,fail,fail,fail,fail,fail,fail,correct,fail,fail,1,statistics,undergraduate
Q464,correct,correct,fail,fail,correct,fail,fail,correct,correct,correct,6,algebra,high school
Q465,correct,correct,correct,correct,correct,fail,correct,correct,correct,correct,9,algebra,high school
Q466,correct,correct,fail,correct,correct,correct,fail,correct,fail,correct,7,algebra,high school
Q467,fail,correct,correct,fail,correct,correct,correct,correct,fail,correct,7,algebra,high school
Q468,correct,correct,fail,fail,correct,fail,correct,correct,fail,correct,6,algebra,high school
Q469,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,high school
Q470,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,10,algebra,high school
Q471,fail,fail,fail,fail,fail,fail,fail,fail,correct,fail,1,algebra,high school
Q472,correct,fail,fail,fail,fail,fail,correct,fail,fail,correct,3,algebra,high school
Q473,correct,correct,correct,correct,correct,correct,correct,correct,fail,fail,8,algebra,high school
Q474,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,undergraduate
Q475,fail,correct,fail,correct,fail,correct,fail,fail,fail,fail,3,algebra,undergraduate
Q476,fail,fail,fail,correct,fail,correct,fail,fail,fail,fail,2,algebra,undergraduate
Q477,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,undergraduate
Q478,fail,correct,correct,fail,fail,fail,fail,fail,fail,fail,2,algebra,undergraduate
Q479,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,undergraduate
Q480,fail,fail,fail,fail,correct,fail,fail,fail,fail,fail,1,algebra,undergraduate
Q481,correct,correct,correct,correct,correct,correct,correct,fail,correct,correct,9,algebra,undergraduate
Q482,fail,fail,fail,fail,fail,fail,correct,fail,fail,correct,2,algebra,undergraduate
Q483,fail,fail,fail,correct,fail,fail,fail,fail,fail,fail,1,algebra,undergraduate
Q484,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,undergraduate
Q485,fail,fail,correct,correct,fail,fail,fail,fail,fail,fail,2,algebra,undergraduate
Q486,fail,fail,fail,fail,fail,fail,correct,fail,fail,fail,1,algebra,undergraduate
Q487,fail,fail,fail,fail,correct,fail,fail,fail,correct,fail,2,algebra,undergraduate
Q488,fail,correct,correct,fail,fail,correct,correct,correct,correct,correct,7,algebra,undergraduate
Q489,correct,fail,fail,fail,correct,fail,correct,correct,fail,fail,4,algebra,undergraduate
Q490,fail,fail,fail,fail,correct,correct,fail,correct,fail,fail,3,algebra,undergraduate
Q491,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,undergraduate
Q492,fail,fail,fail,fail,fail,correct,fail,fail,fail,correct,2,algebra,high school
Q493,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,high school
Q494,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,high school
Q495,fail,correct,correct,correct,correct,correct,correct,fail,correct,correct,8,algebra,high school
Q496,correct,fail,correct,correct,correct,correct,fail,correct,correct,correct,8,algebra,high school
Q497,fail,fail,correct,fail,fail,correct,fail,correct,fail,correct,4,algebra,high school
Q498,fail,fail,fail,fail,fail,fail,fail,fail,fail,fail,0,algebra,high school
Q499,correct,fail,fail,correct,correct,correct,fail,fail,fail,correct,5,algebra,high school
Q500,fail,correct,fail,correct,correct,fail,correct,correct,fail,correct,6,algebra,elementary school
Q501,correct,correct,fail,correct,fail,correct,correct,fail,fail,correct,6,algebra,elementary school
# of correct per variant,193,195,178,195,199,188,185,189,176,185,,,
A_avg,38.5229540918164,38.9221556886228,35.5289421157685,38.9221556886228,39.7205588822355,37.5249500998004,36.9261477045908,37.7245508982036,35.1297405189621,36.9261477045908,,,